X,Y,source_url,what3words,upstream,name,completeness,uuid,date_modified,source,version,type,phone,physical-address
25.5193274,-24.3801066,http://www.openstreetmap.org/node/4721611398,bond.oval.typical,OpenStreetMap¶n4721611398,Boribamo Clinic,29.41%,1412a89659554a2a9c235a1ce0a4ebcc,2017/03/07 08:27:01+00,OpenStreetMap,2,clinic,,
25.4966859,-24.3945038,http://www.openstreetmap.org/node/4721607906,shines.undresses.appraiser,OpenStreetMap¶n4721607906,Boswelakoko Clinic,29.41%,9256db50d2fd49898e537b14be1d6f26,2017/03/07 08:46:01+00,OpenStreetMap,2,clinic,,
28.7503055181241,-22.2674418,http://www.openstreetmap.org/way/359177285,misrepresent.snored.supervising,openstreetmap¶w359177285,Child Welfare Clinic,35.29%,9a4bbea966c840a387ae658364fa34ec,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
26.1471308,-24.3831772,http://www.openstreetmap.org/node/4338097498,sprayed.wedge.trumpet,OpenStreetMap¶n4338097498,Deborah Retief Memorial Hospital ,35.29%,0e2dff82c7614895b4c2bf447425c4d3,2016/08/06 09:46:01+00,OpenStreetMap,2,hospital,5777333,
23.4256159,-19.9877095,http://www.openstreetmap.org/node/2693861776,outright.crisper.horses,openstreetmap¶n2693861776,Delta Medical Centre,35.29%,1acad27b47e24fd5b625938d777ee955,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,
25.5413362,-24.6710521,http://www.openstreetmap.org/node/4233383177,trooping.megapixels.ambitious,OpenStreetMap¶n4233383177,Dr Modukanele's Clinic ,29.41%,b6b49ee3feb9454383a8b4bb35e8dc41,2016/06/09 08:23:09+00,OpenStreetMap,2,clinic,,
25.9096154,-24.6138437,http://www.openstreetmap.org/node/4519481389,earliest.tanked.seasons,OpenStreetMap¶n4519481389,"Eastery Health Clinic, Eastery Health Clinic",29.41%,e58dcf5d31494d8fa4a14fb60f75ebf6,2016/11/24 19:27:20+00,OpenStreetMap,2,clinic,,
27.5116749,-21.1619384,http://www.openstreetmap.org/node/4507156691,linen.suddenly.nozzles,OpenStreetMap¶n4507156691,"Flame Lily, Flame Lily",29.41%,5e80d78d5b424d578ca01955e08a2000,2016/11/17 21:42:31+00,OpenStreetMap,2,clinic,,
25.9336086922761,-24.62940615,http://www.openstreetmap.org/way/415636863,blank.delay.beaters,OpenStreetMap¶w415636863,Gaborone Private Hospital,29.41%,feaa00ea681745de9865f6597ff226d9,2016/05/04 22:05:43+00,OpenStreetMap,2,hospital,,
25.7879727519743,-24.47129195,http://www.openstreetmap.org/way/405653384,smock.cackling.handpick,OpenStreetMap¶w405653384,Gakuto Health Post,29.41%,580b9a41e5164be18695bcb2496d6497,2016/03/25 13:02:37+00,OpenStreetMap,2,clinic,,
28.7296487472622,-21.83226605,http://www.openstreetmap.org/way/351453129,sumptuous.unified.tastefully,openstreetmap¶w351453129,Gobojango Clinic,35.29%,75c0fe95951848e6b29d0518160e6b17,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
22.1624262,-19.367236,http://www.openstreetmap.org/node/4565079092,evict.dozes.hardship,OpenStreetMap¶n4565079092,"Gumare Clinic, Gumare Clinic",29.41%,c8649d6a0c73402b8c66493664d31fe5,2016/12/21 13:26:30+00,OpenStreetMap,2,clinic,,
22.169452,-19.3712919,http://www.openstreetmap.org/node/4565031689,deployed.ejected.resolutely,OpenStreetMap¶n4565031689,"Gumare Primary Hospital, Gumare Primary Hospital",29.41%,c36aeac9eaf241428f82eccdb8bcf8a1,2016/12/21 12:40:48+00,OpenStreetMap,2,hospital,,
25.2569671374455,-20.20797715,http://www.openstreetmap.org/way/380985957,bidders.cuddles.hauntings,openstreetmap¶w380985957,Gweta Clinic,35.29%,acc58e5b65114e3488ff375b346a27d1,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
25.2570586,-20.2078636,http://www.openstreetmap.org/node/3809997457,passer.hideouts.penthouses,OpenStreetMap¶n3809997457,Gweta Clinic,29.41%,98e00a910627496b99d4602cbe45d636,2015/10/30 14:20:39+00,OpenStreetMap,2,clinic,,
21.3676677,-26.2807967,http://www.openstreetmap.org/node/2865355410,mighty.duckling.runabout,openstreetmap¶n2865355410,Health Clinic,35.29%,25f55cca5b0f4f118c337c62c1321f2d,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,
25.0394845,-24.6921055,http://www.openstreetmap.org/node/2865365441,framers.spotlights.employable,openstreetmap¶n2865365441,Health Clinic,35.29%,76a0672962fa4e72aa3c8b71468545da,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,
25.4013255,-25.6550656,http://www.openstreetmap.org/node/4194989969,chain.settler.thresholds,OpenStreetMap¶n4194989969,Hebron Clinic,29.41%,b36a935c75264b628b9878a5156e8107,2016/05/19 10:05:32+00,OpenStreetMap,2,clinic,,
22.4147196,-22.1199914,http://www.openstreetmap.org/node/3938099870,repaint.firefighters.charades,OpenStreetMap¶n3938099870,Hospital New Xade,29.41%,8de07814a7cb42f5a540aa4dd3c9ef05,2016/01/10 19:10:44+00,OpenStreetMap,2,hospital,,
28.7500074310449,-22.26789845,http://www.openstreetmap.org/way/358315911,loveliest.pictured.lyrics,openstreetmap¶w358315911,IDCC,35.29%,feab5356c1a24ca7abb1f6695772047c,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.8717779,-24.6607786,http://www.openstreetmap.org/node/4287105590,felicitous.tapeworms.temperament,OpenStreetMap¶n4287105590,Julia Molefhe Clinic,29.41%,7bc91caf066f4b88b6b77fc6eef3aacf,2016/07/07 05:36:57+00,OpenStreetMap,2,clinic,,
24.730954653004,-24.59565585,http://www.openstreetmap.org/way/459137834,aftershave.nontrivial.finisher,OpenStreetMap¶w459137834,Jwaneng Mine Hospital,29.41%,9bc391301b2542359af48f5774341961,2016/12/12 08:56:39+00,OpenStreetMap,2,hospital,,
24.5042350754637,-18.1537628,http://www.openstreetmap.org/way/310066701,elongates.sipping.tarnishing,openstreetmap¶w310066701,Kachikau Clinic,35.29%,cf01c032607e4fc7bc3eb105ac3d5910,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.1497140526976,-17.8016736,http://www.openstreetmap.org/way/327385006,appeal.totally.plodded,openstreetmap¶w327385006,Kasane Primary Hospital,35.29%,572cc1539bfc4e838c2dfc116390b28d,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.1499494095833,-17.80155535,http://www.openstreetmap.org/way/411525554,safari.boater.reserve,OpenStreetMap¶w411525554,Kasane Primary Hospital,29.41%,0c47908987fa4315ba0fe17b6de5d00a,2016/04/18 23:40:42+00,OpenStreetMap,2,hospital,,
25.2373559453312,-17.8032491,http://www.openstreetmap.org/way/396954001,marooned.crooning.quilted,OpenStreetMap¶w396954001,Kazungula Health Post,29.41%,8d576714e97043ad874166e24e632c39,2016/02/09 19:02:39+00,OpenStreetMap,2,clinic,,
25.2381065010497,-17.8031719,http://www.openstreetmap.org/way/305508448,imparts.storerooms.beckoning,openstreetmap¶w305508448,Kazungula Health Post,35.29%,51dce23dd6234d2b8c846c9614eeb7a1,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.4694894,-24.3988155,http://www.openstreetmap.org/node/4721607904,rearrested.recalculate.rearrested,OpenStreetMap¶n4721607904,"Lekgwapheng Clinic HP, Lekgwapheng Clinic HP",29.41%,60c326dee1b0420895a28b4363e04005,2017/03/07 08:26:55+00,OpenStreetMap,2,clinic,,
29.0338047,-22.2084356,http://www.openstreetmap.org/node/4240986089,winner.cabins.wildebeest,OpenStreetMap¶n4240986089,Lentswelemoritit Health Post,29.41%,1a653b7acc1c43209209273aaef55d57,2016/06/13 08:55:00+00,OpenStreetMap,2,clinic,,
25.8566995415123,-24.85609285,http://www.openstreetmap.org/way/338632101,render.stargazing.slogs,openstreetmap¶w338632101,Lesetlhana Clinic,35.29%,3dce9ae1bfc7444487c2d82330aea014,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
25.0230125894169,-24.099793,http://www.openstreetmap.org/way/301822586,understate.handout.mannerly,openstreetmap¶w301822586,Letlhakeng Clinic - Main Clinic,35.29%,6c5f8a97403448f3bd376cf58a0328db,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.0227736,-24.1000461,http://www.openstreetmap.org/node/3448557133,believable.dauntingly.purred,openstreetmap¶n3448557133,Letlhakeng Clinic - Maternity Ward,35.29%,ec398bb8c31645fe91391914d4998d0f,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
23.4633515595901,-19.9873016,http://www.openstreetmap.org/way/242752721,cheerily.fumigation.thickset,openstreetmap¶w242752721,Letsholathebe II Memorial Hospital,35.29%,0777d2a37be345beb8a567c368507048,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
24.6464579487811,-17.98713795,http://www.openstreetmap.org/way/308745744,principally.fragrance.interruptions,openstreetmap¶w308745744,Mabele Health Post,35.29%,22fdafee790f4006a34d9cd1dc4b4e43,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
24.64657495,-17.98713545,http://www.openstreetmap.org/way/308470379,promptings.ties.audio,openstreetmap¶w308470379,Mabele Health Post,35.29%,8b1c142237af4866bcb65cb524da5d43,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
27.4885355,-23.1811367,http://www.openstreetmap.org/node/3835841383,disproving.televise.picket,OpenStreetMap¶n3835841383,Machaneng Clinic,29.41%,aee2fbe56a834c4b96251f8a88a35817,2015/11/14 15:01:50+00,OpenStreetMap,2,clinic,,
25.9706366,-24.6559602,http://www.openstreetmap.org/node/4617792190,selfishly.commentary.judo,OpenStreetMap¶n4617792190,"Mafitlhakgosi Clinic, Mafitlhakgosi Clinic",29.41%,02d48c41e3054a51a2bc6b24124a5642,2017/01/19 07:23:39+00,OpenStreetMap,2,clinic,,
26.7938638225196,-23.13298815,http://www.openstreetmap.org/way/397164625,rudest.grownups.prepaid,OpenStreetMap¶w397164625,Mahalapye District Hospital,29.41%,079f09056a67413cb17d3c143b8e6629,2016/02/10 21:45:18+00,OpenStreetMap,2,hospital,,
25.513391,-25.4931717,http://www.openstreetmap.org/node/4706280344,acuteness.joins.joshing,OpenStreetMap¶n4706280344,Malokaganyane Health Post,29.41%,d71cbd4b65034b83a39378bf727d1761,2017/02/26 09:34:52+00,OpenStreetMap,2,clinic,,
25.2495089581386,-23.9865742,http://www.openstreetmap.org/way/301303675,output.mending.backtalk,openstreetmap¶w301303675,Malwelwe health post,35.29%,7aebd8e5800541ec8afd6ef98e96a9b8,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
27.59057225,-20.5368629,http://www.openstreetmap.org/way/355948896,rammed.chunky.creature,openstreetmap¶w355948896,Maternity Clinic,35.29%,087c63671d6748089df96e5f07efde56,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
28.7500368,-22.2677524,http://www.openstreetmap.org/node/3632652747,inlets.rappers.brawling,openstreetmap¶n3632652747,Mathathane Clinic,35.29%,54d548c0fad243c7b966c3da33feb697,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
28.7499070312348,-22.26766125,http://www.openstreetmap.org/way/358315912,gravitates.telegraph.mule,openstreetmap¶w358315912,Mathathane Clinic,35.29%,f31259c32c3945e884b97f275236b7e8,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
28.7500418139645,-22.26762685,http://www.openstreetmap.org/way/358315913,dominantly.rashers.dote,openstreetmap¶w358315913,Mathathane Clinic,35.29%,f46170304128456899aa0f9ff6c1d421,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
27.6600825542401,-21.11899445,http://www.openstreetmap.org/way/290166760,dipped.crams.disappearance,openstreetmap¶w290166760,Matshelagabedi Clinic,35.29%,a63afb73d682495cbef96f967885b715,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
23.4180366294904,-19.9909841,http://www.openstreetmap.org/way/401502195,hitters.petty.painting,OpenStreetMap¶w401502195,Maun Clinic,29.41%,9e496ca390e7403fb89d2fa21f76c0b5,2016/03/18 10:26:19+00,OpenStreetMap,2,clinic,,
25.9184337,-24.6511404,http://www.openstreetmap.org/node/4515306498,shows.thinking.mugs,OpenStreetMap¶n4515306498,"Medi Cross, Medi Cross",29.41%,f42ad2f6156542a59150266ca381f318,2016/11/22 14:38:10+00,OpenStreetMap,2,clinic,,
25.7563053192565,-24.8094862,http://www.openstreetmap.org/way/338329066,barricade.hard.rusting,openstreetmap¶w338329066,Metsimaswaane Health Post,35.29%,865ef95ae05e4275b5b2da1d79f6917e,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
24.480942249213,-21.09094785,http://www.openstreetmap.org/way/374401004,graduate.trickled.darken,openstreetmap¶w374401004,Mmadikola Clinic,35.29%,3f295657350e424f87a0c34386312533,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
27.7556434405162,-21.86783005,http://www.openstreetmap.org/way/306092845,tomorrows.nylon.sayings,openstreetmap¶w306092845,Mmadinare Primary Hospital,35.29%,9193131fc9b3477f964fe4d9c037a14c,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.6976329455906,-24.98086565,http://www.openstreetmap.org/way/338329080,mutterings.segmenting.stuck,openstreetmap¶w338329080,Mogobane Clinic,35.29%,75403155aef64b19b55d20add264401a,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
25.7217750316726,-24.95933555,http://www.openstreetmap.org/way/338329069,income.furniture.shuffling,openstreetmap¶w338329069,Mogobane Health Post,35.29%,f4f17cd8165148ed8ef6a70e855defdf,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
28.6011978,-22.066732,http://www.openstreetmap.org/node/4451892096,revert.guesses.untold,OpenStreetMap¶n4451892096,Molalatau Health Post,29.41%,5e8ef9c0152f40d39ad6d91ff9ae697b,2016/11/08 11:58:48+00,OpenStreetMap,2,clinic,,
28.2421638,-22.51261685,http://www.openstreetmap.org/way/404867121,likability.terrace.escape,OpenStreetMap¶w404867121,Moletemane Health Post,29.41%,3f5b3804e8f240cc8aa160e94b16ab6d,2016/06/22 10:10:28+00,OpenStreetMap,2,clinic,,
26.6384687477755,-20.64698175,http://www.openstreetmap.org/way/347016388,postponing.slanting.sedatives,openstreetmap¶w347016388,Mosetse Health Post,35.29%,5bc8d6fa6c0a4f5086ecc27768edb1b9,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
25.9259639,-24.6681275,http://www.openstreetmap.org/node/4532625489,gent.symphony.colleague,OpenStreetMap¶n4532625489,"National Tuberculose Clinic, National Tuberculose Clinic",29.41%,794e2f610f95460c977f6debe1a26f60,2016/12/01 19:36:05+00,OpenStreetMap,2,clinic,,
25.8531325,-24.6039274,http://www.openstreetmap.org/node/4366507280,empty.scanning.identify,OpenStreetMap¶n4366507280,Nkoyaphiri Clinic,29.41%,076f0008c7504642a38ee31f5a485423,2016/08/25 15:27:38+00,OpenStreetMap,2,clinic,,
27.5187808,-21.1735812,http://www.openstreetmap.org/node/1399448368,retained.rent.linen,openstreetmap¶n1399448368,Nyangabwe Hospital,35.29%,05aa1570cfec4f09bafb9c12184c6c61,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
25.3653637957551,-21.3319338,http://www.openstreetmap.org/way/397795964,unstrapped.clipboards.misfits,OpenStreetMap¶w397795964,Orapa Hospital,29.41%,03c8b2cc41934ed1a493ff414d166bfd,2016/02/14 15:54:39+00,OpenStreetMap,2,hospital,,
25.7480154938664,-25.0308248,http://www.openstreetmap.org/way/338329081,coached.case.transfers,openstreetmap¶w338329081,Otse Clinic,35.29%,2d5ccb6f661f47828e93a62bce8db3e1,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
25.5448623,-24.3770731,http://www.openstreetmap.org/node/4721607907,intelligible.licks.survival,OpenStreetMap¶n4721607907,"Phuthadikobo Clinic, Phuthadikobo Clinic",29.41%,7b1c30b66d7345ff82d780e4ff702a60,2017/03/07 08:27:03+00,OpenStreetMap,2,clinic,,
25.9234975,-24.6575831,http://www.openstreetmap.org/node/916173820,turns.captive.animals,openstreetmap¶n916173820,Princess Marina Hospital,35.29%,6fd4d50d30b04a8ab7edd201ee4a8cfa,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
24.4133772,-21.0188552,http://www.openstreetmap.org/node/3191300378,lanes.sunglasses.indiscreet,openstreetmap¶n3191300378,Rakops Health Post,35.29%,b6c3a60b8eda4550a0fd02cdcb530e87,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
24.4126719,-21.03791,http://www.openstreetmap.org/node/3191250752,correct.triviality.clatters,openstreetmap¶n3191250752,Rakops Primary Hospital,35.29%,f987d1f974984e4bbd6cd049edfea3b6,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
25.1654981,-24.6649247,http://www.openstreetmap.org/node/3764746837,unpolluted.fundraiser.cheese,OpenStreetMap¶n3764746837,Ralekgetho Health Post,29.41%,20e57a48495942638eaee83405fe8f0c,2015/10/03 15:34:52+00,OpenStreetMap,2,clinic,,
25.9250078,-24.6714704,http://www.openstreetmap.org/node/4532625090,scales.sprawls.stealing,OpenStreetMap¶n4532625090,"Ray Diagnostic Centre, Ray Diagnostic Centre",29.41%,bf00d83d99b140dabb7385817cbdea84,2016/12/01 19:36:20+00,OpenStreetMap,2,clinic,,
27.5111289,-21.1636151,http://www.openstreetmap.org/node/4507157391,freezing.ends.edges,OpenStreetMap¶n4507157391,"Riverside Hospital Laboratory, Riverside Hospital Laboratory",29.41%,ad04a434023440eb960d99c541ec8816,2016/11/17 21:41:26+00,OpenStreetMap,2,clinic,,
24.7175489743351,-23.6971555,http://www.openstreetmap.org/way/341793476,ratios.sundress.unamused,openstreetmap¶w341793476,Salajwe Clinic,35.29%,4ba99ba945984af7b6b840604b0a901e,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
24.7175257454436,-23.69722935,http://www.openstreetmap.org/way/381301021,veering.greyhound.composter,openstreetmap¶w381301021,Salajwe Clinic,35.29%,3239d3289e994337a37a7e291effc9bd,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.6787790185304,-25.1995804,http://www.openstreetmap.org/way/397231285,swimmer.manlike.accuracy,OpenStreetMap¶w397231285,Sbrana Psychiatric Hospital,29.41%,a1902c85763a4c4083b420b47ed4bf65,2016/02/11 11:01:47+00,OpenStreetMap,2,hospital,,
25.4854113,-24.4123586,http://www.openstreetmap.org/node/2338722045,fleshes.mamba.radicals,openstreetmap¶n2338722045,Scottish Livingstone Hospital,35.29%,2b2124804ab84bd982224909b90dcbe4,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
25.4854555551135,-24.41290545,http://www.openstreetmap.org/way/396486056,assemblers.horoscope.raisin,OpenStreetMap¶w396486056,Scottish Livingstone Hospital,29.41%,06fa1b8efd3b4848b2661d01053d6768,2016/02/07 02:54:11+00,OpenStreetMap,2,hospital,,
23.4535676676667,-19.9619106,http://www.openstreetmap.org/way/382944446,sweated.dispose.lashed,openstreetmap¶w382944446,Sedie local clinic,35.29%,d3dd7ae1098b4ba28f415cf5f4f8fafb,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
27.962550050997,-22.181053,http://www.openstreetmap.org/way/390007812,domiciles.neared.temp,OpenStreetMap¶w390007812,Sefhophe Clinic,35.29%,93231d3f2cda42f385de10896ab144e8,2016/01/07 08:05:38+00,OpenStreetMap,2,clinic,,Sefhophe
24.9001501,-24.8824686,http://www.openstreetmap.org/node/4702404168,soulmates.impractical.outraging,OpenStreetMap¶n4702404168,Seherelela Health Post,29.41%,d148b64923564ca2b6ec4cdfffd4fb81,2017/02/23 22:27:22+00,OpenStreetMap,2,clinic,,
24.9001501,-24.8824686,http://www.openstreetmap.org/node/4702404167,soulmates.impractical.outraging,OpenStreetMap¶n4702404167,Seherelela Health Post,29.41%,8e17bcfa6a484bfa929434a308df5c04,2017/02/23 22:27:22+00,OpenStreetMap,2,clinic,,
26.7573838005494,-22.42353545,http://www.openstreetmap.org/way/348501685,certification.bedclothes.bins,openstreetmap¶w348501685,Sekgoma Memorial hospital,35.29%,b4d881cf2e6844aca1f95e2c3a767634,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
26.7585875414098,-22.4238635,http://www.openstreetmap.org/way/409362387,quiver.hindrances.unleashes,OpenStreetMap¶w409362387,Sekgoma Memorial hospital,29.41%,4864ec591a0e4f479097c814b4da45af,2016/04/10 23:22:32+00,OpenStreetMap,2,hospital,,
27.8336654,-21.9722987,http://www.openstreetmap.org/node/3204361354,womb.touched.offers,openstreetmap¶n3204361354,Selebi Pikwe Hospital,35.29%,c6562df1490740539f5e4597a1e44a1f,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
27.007247025,-20.47578755,http://www.openstreetmap.org/way/377597957,chutney.learns.sneaky,OpenStreetMap¶w377597957,Selolwane Health Post,29.41%,bcc239fc80bf46ec9f32052b89be6466,2016/02/09 18:42:54+00,OpenStreetMap,2,clinic,,
22.1775236,-18.7337309,http://www.openstreetmap.org/node/4066675089,explained.fairgoers.firsts,OpenStreetMap¶n4066675089,Sepopa Clinic,29.41%,4f6c7437814f435a98db105469024851,2016/03/18 13:39:06+00,OpenStreetMap,2,clinic,,
26.6914833,-22.3921406,http://www.openstreetmap.org/node/287603645,gatherer.surreally.pavilion,openstreetmap¶n287603645,Serowe Hospital,35.29%,434d244f23374c62bec094e6035e7eb1,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
26.6913519939722,-22.391608,http://www.openstreetmap.org/way/396814247,rearranges.flounders.lawyer,OpenStreetMap¶w396814247,Serowe Hospital,29.41%,6fd5ddd1f1d54e46a07b5dcab77ccf33,2016/02/09 02:03:37+00,OpenStreetMap,2,hospital,,
21.8462999430205,-18.36118985,http://www.openstreetmap.org/way/327872771,mourned.aircraft.crusher,openstreetmap¶w327872771,Shakawe Clinic,35.29%,c5ba6b91631d4676817913163a4ed86a,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
21.8462695,-18.361222,http://www.openstreetmap.org/node/3426468507,rhubarb.backfiring.specialists,openstreetmap¶n3426468507,Shakawe Clinic,35.29%,e87f184d4ee54ae6a9d71def79aa7011,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
25.870771,-24.8854218,http://www.openstreetmap.org/node/3446745596,gritted.fascinating.buzzer,openstreetmap¶n3446745596,Siga Clinic,35.29%,2ae6ada22bb3453dafafd51d298d468d,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,
25.8711519,-24.8899425,http://www.openstreetmap.org/node/3446745595,decreased.retractor.toothpaste,openstreetmap¶n3446745595,Siga Home Based Care,35.29%,f3a0f7c21d714fcf85ac96a44a44ada3,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,
25.8716837963223,-24.86683515,http://www.openstreetmap.org/way/339960541,discusses.soberly.batons,openstreetmap¶w339960541,St. Conrads Clinic,35.29%,639c43431ecd4b02a4021d9f600d3ad7,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
27.4729529,-21.281314,http://www.openstreetmap.org/node/4494647787,officials.article.unstuffed,OpenStreetMap¶n4494647787,Tati Siding Clinic,29.41%,0f9de0f0ee7440d38cf3146103d1294e,2016/11/11 17:00:04+00,OpenStreetMap,2,clinic,,
25.8236026630842,-24.84678875,http://www.openstreetmap.org/way/338329082,calms.warbler.rooftop,openstreetmap¶w338329082,Taung Clinic,35.29%,806dd5b4841341e79dbfd2963837a565,2015/12/11 10:51:22.924+00,OpenStreetMap,2,clinic,,
25.538914708436,-24.6779604,http://www.openstreetmap.org/way/346310246,retrieving.entering.achieving,openstreetmap¶w346310246,Thamaga Primary Clinic,35.29%,005bb8f405cf4215864ac6007d877e00,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,
25.5347764,-24.6669878,http://www.openstreetmap.org/node/3440625956,unconcerned.unblock.misleads,openstreetmap¶n3440625956,Thamaga Primary Hospital,35.29%,1f4efc077678456597be20fb02010e0a,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,
25.3320082,-24.2457287,http://www.openstreetmap.org/node/4295032691,princes.possum.nerveless,OpenStreetMap¶n4295032691,Thebephatshwa Airbase Hospital ,29.41%,00a136f613ec4dc190d525808a651633,2016/07/10 20:16:44+00,OpenStreetMap,2,hospital,,
26.9991228,-20.500729,http://www.openstreetmap.org/node/3106686622,intonation.instant.tumbles,openstreetmap¶n3106686622,Thini Clinic,35.29%,367ad38d22d24b15aa35762b05cadd68,2015/11/17 09:43:57.838+00,OpenStreetMap,2,clinic,,
